Player,Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Jalen Green,HOU,HOU @ SAS,01/12/2022,W,30,14,4,14,28.6,0,6,0.0,6,7,85.7,0,8,8,2,0,0,1,1,4
Cam Thomas,BKN,BKN @ CHI,01/12/2022,W,16,2,1,4,25.0,0,1,0.0,0,0,-,0,2,2,1,0,0,0,0,-7
David Duke Jr.,BKN,BKN @ CHI,01/12/2022,W,7,3,1,4,25.0,1,2,50.0,0,0,-,0,2,2,1,0,0,0,1,-6
James Harden,BKN,BKN @ CHI,01/12/2022,W,33,25,6,13,46.2,5,8,62.5,8,8,100,1,6,7,16,1,1,2,0,24
DeMar DeRozan,CHI,CHI vs. BKN,01/12/2022,L,32,19,7,16,43.8,0,0,-,5,7,71.4,2,2,4,1,1,0,2,1,-24
Patty Mills,BKN,BKN @ CHI,01/12/2022,W,22,21,7,10,70.0,6,8,75.0,1,2,50.0,0,3,3,1,0,0,1,2,33
Nikola Vucevic,CHI,CHI vs. BKN,01/12/2022,L,31,14,5,13,38.5,0,3,0.0,4,4,100,2,3,5,3,0,1,1,1,-22
Zach LaVine,CHI,CHI vs. BKN,01/12/2022,L,33,22,8,13,61.5,2,4,50.0,4,4,100,0,1,1,6,1,1,5,1,-19
Garrison Mathews,HOU,HOU @ SAS,01/12/2022,W,16,0,0,4,0.0,0,3,0.0,0,0,-,0,4,4,2,0,0,0,2,-1
Lonnie Walker IV,SAS,SAS vs. HOU,01/12/2022,L,25,11,3,11,27.3,1,5,20.0,4,4,100,0,2,2,2,1,0,2,4,-9
Keita Bates-Diop,SAS,SAS vs. HOU,01/12/2022,L,24,11,4,7,57.1,3,4,75.0,0,0,-,1,5,6,2,0,1,0,3,-4
Daniel Theis,HOU,HOU @ SAS,01/12/2022,W,16,8,3,4,75.0,1,2,50.0,1,2,50.0,0,2,2,1,0,0,0,2,5
Bryn Forbes,SAS,SAS vs. HOU,01/12/2022,L,32,21,7,15,46.7,6,11,54.5,1,1,100,0,2,2,1,2,0,0,2,7
Matt Thomas,CHI,CHI vs. BKN,01/12/2022,L,7,8,2,4,50.0,0,2,0.0,4,6,66.7,0,0,0,0,0,0,1,0,6
Coby White,CHI,CHI vs. BKN,01/12/2022,L,25,16,6,10,60.0,4,8,50.0,0,0,-,0,2,2,0,2,0,1,3,-21
Lance Stephenson,IND,IND vs. BOS,01/12/2022,L,21,6,3,11,27.3,0,4,0.0,0,0,-,1,4,5,6,2,0,3,4,-2
Isaiah Jackson,IND,IND vs. BOS,01/12/2022,L,5,3,1,1,100,0,0,-,1,2,50.0,0,2,2,0,0,1,0,0,3
Goga Bitadze,IND,IND vs. BOS,01/12/2022,L,5,4,1,2,50.0,0,1,0.0,2,2,100,0,0,0,0,0,0,0,1,3
Isaiah Joe,PHI,PHI vs. CHA,01/12/2022,L,7,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,1,0,0,0,0,8
Jarrett Allen,CLE,CLE @ UTA,01/12/2022,W,30,12,5,7,71.4,0,0,-,2,2,100,0,7,7,2,0,1,4,1,23
Zylan Cheatham,UTA,UTA vs. CLE,01/12/2022,L,5,0,0,3,0.0,0,2,0.0,0,0,-,0,0,0,0,0,0,0,0,-13
Dylan Windler,CLE,CLE @ UTA,01/12/2022,W,2,3,1,2,50.0,1,2,50.0,0,0,-,0,0,0,0,0,0,0,0,1
Trent Forrest,UTA,UTA vs. CLE,01/12/2022,L,6,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-6
RJ Nembhard Jr.,CLE,CLE @ UTA,01/12/2022,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,1
Kevin Pangos,CLE,CLE @ UTA,01/12/2022,W,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,1
Dean Wade,CLE,CLE @ UTA,01/12/2022,W,3,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,3
Dwight Howard,LAL,LAL @ SAC,01/12/2022,L,15,8,3,3,100,0,0,-,2,4,50.0,4,3,7,1,0,0,0,1,9
Trevor Ariza,LAL,LAL @ SAC,01/12/2022,L,25,2,1,4,25.0,0,2,0.0,0,0,-,2,3,5,3,3,0,1,2,-14
Russell Westbrook,LAL,LAL @ SAC,01/12/2022,L,37,8,2,14,14.3,0,5,0.0,4,5,80.0,3,9,12,6,1,0,1,3,-7
Wayne Ellington,LAL,LAL @ SAC,01/12/2022,L,9,0,0,2,0.0,0,2,0.0,0,0,-,0,0,0,0,1,0,0,0,12
Avery Bradley,LAL,LAL @ SAC,01/12/2022,L,27,6,2,9,22.2,0,4,0.0,2,2,100,2,1,3,4,1,0,0,2,-12
Maurice Harkless,SAC,SAC vs. LAL,01/12/2022,W,6,2,1,2,50.0,0,1,0.0,0,0,-,0,2,2,0,0,1,0,2,-6
Alex Len,SAC,SAC vs. LAL,01/12/2022,W,18,8,3,4,75.0,0,0,-,2,2,100,2,1,3,3,1,0,3,3,-10
Stanley Johnson,LAL,LAL @ SAC,01/12/2022,L,12,8,3,5,60.0,2,3,66.7,0,0,-,0,0,0,1,0,0,1,1,3
De'Aaron Fox,SAC,SAC vs. LAL,01/12/2022,W,37,29,11,21,52.4,0,2,0.0,7,9,77.8,1,3,4,4,0,0,3,2,7
Malik Monk,LAL,LAL @ SAC,01/12/2022,L,29,22,7,13,53.8,6,9,66.7,2,2,100,1,6,7,3,0,2,2,4,-14
Marvin Bagley III,SAC,SAC vs. LAL,01/12/2022,W,30,16,7,12,58.3,1,2,50.0,1,2,50.0,1,8,9,1,1,0,0,4,16
Chimezie Metu,SAC,SAC vs. LAL,01/12/2022,W,22,14,5,8,62.5,2,4,50.0,2,2,100,0,7,7,4,2,2,1,2,16
Terence Davis,SAC,SAC vs. LAL,01/12/2022,W,5,3,1,2,50.0,1,2,50.0,0,0,-,0,1,1,1,0,0,0,2,0
Neemias Queta,SAC,SAC vs. LAL,01/12/2022,W,1,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3
Kevin Durant,BKN,BKN @ CHI,01/12/2022,W,30,27,7,10,70.0,3,4,75.0,10,11,90.9,0,2,2,9,2,0,1,2,23
James Johnson,BKN,BKN @ CHI,01/12/2022,W,5,2,1,2,50.0,0,1,0.0,0,0,-,0,1,1,0,0,0,1,2,-1
Kyrie Irving,BKN,BKN @ CHI,01/12/2022,W,25,9,4,10,40.0,1,3,33.3,0,0,-,0,4,4,3,0,0,1,0,10
Derrick Jones Jr.,CHI,CHI vs. BKN,01/12/2022,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,1,0,0
Alfonzo McKinnie,CHI,CHI vs. BKN,01/12/2022,L,20,5,2,10,20.0,1,5,20.0,0,0,-,4,1,5,0,0,0,3,5,-17
Tony Bradley,CHI,CHI vs. BKN,01/12/2022,L,14,2,0,1,0.0,0,0,-,2,2,100,0,5,5,0,0,2,0,0,-10
Bruce Brown,BKN,BKN @ CHI,01/12/2022,W,6,2,1,1,100,0,0,-,0,0,-,0,2,2,0,0,0,0,1,-9
Jevon Carter,BKN,BKN @ CHI,01/12/2022,W,6,4,2,3,66.7,0,0,-,0,0,-,0,0,0,0,1,0,0,1,-9
Jakob Poeltl,SAS,SAS vs. HOU,01/12/2022,L,31,13,4,5,80.0,0,0,-,5,7,71.4,3,3,6,3,2,2,2,6,2
Eric Gordon,HOU,HOU @ SAS,01/12/2022,W,32,31,9,10,90.0,6,7,85.7,7,10,70.0,1,2,3,3,1,0,2,2,11
Evan Fournier,NYK,NYK vs. DAL,01/12/2022,W,33,13,5,9,55.6,2,4,50.0,1,2,50.0,1,4,5,3,0,0,0,1,27
Alec Burks,NYK,NYK vs. DAL,01/12/2022,W,35,10,2,9,22.2,2,3,66.7,4,4,100,1,7,8,6,2,0,0,3,26
Jericho Sims,NYK,NYK vs. DAL,01/12/2022,W,1,0,0,2,0.0,0,0,-,0,0,-,1,0,1,0,0,0,0,1,-1
Miles McBride,NYK,NYK vs. DAL,01/12/2022,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,1,0,0,0,0,-1
Moses Brown,DAL,DAL @ NYK,01/12/2022,L,3,0,0,2,0.0,0,0,-,0,0,-,1,1,2,0,0,0,0,0,0
Theo Pinson,DAL,DAL @ NYK,01/12/2022,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,1
Kevin Knox II,NYK,NYK vs. DAL,01/12/2022,W,1,0,0,1,0.0,0,1,0.0,0,0,-,1,0,1,0,0,0,0,0,-1
Sterling Brown,DAL,DAL @ NYK,01/12/2022,L,6,5,2,3,66.7,0,1,0.0,1,1,100,0,3,3,0,0,0,0,1,-1
Frank Ntilikina,DAL,DAL @ NYK,01/12/2022,L,1,2,1,1,100,0,0,-,0,0,-,0,1,1,0,0,0,0,0,1
Omer Yurtseven,MIA,MIA @ ATL,01/12/2022,W,29,13,6,9,66.7,0,0,-,1,1,100,2,8,10,6,0,1,3,3,19
Onyeka Okongwu,ATL,ATL vs. MIA,01/12/2022,L,24,6,3,3,100,0,0,-,0,4,0.0,3,4,7,1,1,1,0,3,-7
Tyler Herro,MIA,MIA @ ATL,01/12/2022,W,36,21,9,19,47.4,1,6,16.7,2,2,100,2,7,9,11,0,1,2,1,18
Gabe Vincent,MIA,MIA @ ATL,01/12/2022,W,20,14,5,8,62.5,4,7,57.1,0,0,-,0,0,0,2,2,0,1,1,14
Duncan Robinson,MIA,MIA @ ATL,01/12/2022,W,32,14,4,11,36.4,3,10,30.0,3,3,100,0,2,2,0,0,0,2,1,18
Caleb Martin,MIA,MIA @ ATL,01/12/2022,W,33,18,8,16,50.0,2,6,33.3,0,0,-,4,6,10,0,0,0,3,3,17
Kevin Huerter,ATL,ATL vs. MIA,01/12/2022,L,33,7,2,9,22.2,0,5,0.0,3,4,75.0,0,1,1,4,2,0,2,2,-17
Delon Wright,ATL,ATL vs. MIA,01/12/2022,L,16,3,1,5,20.0,1,4,25.0,0,0,-,1,2,3,2,0,0,1,0,-9
Bogdan Bogdanovic,ATL,ATL vs. MIA,01/12/2022,L,32,15,6,14,42.9,3,11,27.3,0,0,-,0,5,5,2,1,1,1,1,-15
Dewayne Dedmon,MIA,MIA @ ATL,01/12/2022,W,18,6,2,2,100,0,0,-,2,2,100,1,7,8,0,0,2,1,3,5
Deni Avdija,WAS,WAS vs. ORL,01/12/2022,W,19,5,2,4,50.0,0,1,0.0,1,1,100,0,2,2,5,2,0,1,1,4
Chuma Okeke,ORL,ORL @ WAS,01/12/2022,L,28,10,3,9,33.3,2,6,33.3,2,2,100,2,2,4,0,2,1,0,1,-10
Thomas Bryant,WAS,WAS vs. ORL,01/12/2022,W,12,6,2,2,100,1,1,100,1,2,50.0,0,1,1,1,0,0,0,1,-6
Spencer Dinwiddie,WAS,WAS vs. ORL,01/12/2022,W,32,17,6,14,42.9,1,5,20.0,4,5,80.0,0,2,2,4,2,0,0,4,12
Terrence Ross,ORL,ORL @ WAS,01/12/2022,L,34,17,6,15,40.0,3,6,50.0,2,3,66.7,0,4,4,3,0,2,1,3,11
Davis Bertans,WAS,WAS vs. ORL,01/12/2022,W,13,0,0,3,0.0,0,3,0.0,0,0,-,0,1,1,0,0,1,0,0,0
Admiral Schofield,ORL,ORL @ WAS,01/12/2022,L,19,8,3,5,60.0,2,3,66.7,0,0,-,3,4,7,1,0,0,1,0,-3
Daniel Gafford,WAS,WAS vs. ORL,01/12/2022,W,16,8,4,4,100,0,0,-,0,0,-,1,2,3,1,0,2,0,1,7
Rui Hachimura,WAS,WAS vs. ORL,01/12/2022,W,12,3,1,5,20.0,0,2,0.0,1,1,100,0,1,1,0,0,0,1,0,1
Moritz Wagner,ORL,ORL @ WAS,01/12/2022,L,10,6,3,4,75.0,0,1,0.0,0,0,-,0,2,2,1,0,0,1,2,-6
Kyle Kuzma,WAS,WAS vs. ORL,01/12/2022,W,35,19,7,11,63.6,2,3,66.7,3,4,75.0,1,9,10,9,0,1,5,2,3
Montrezl Harrell,WAS,WAS vs. ORL,01/12/2022,W,21,16,6,8,75.0,0,0,-,4,5,80.0,2,6,8,1,0,0,0,0,5
Gary Harris,ORL,ORL @ WAS,01/12/2022,L,35,14,6,15,40.0,2,8,25.0,0,0,-,0,0,0,1,2,0,0,0,-10
Raul Neto,WAS,WAS vs. ORL,01/12/2022,W,21,15,7,14,50.0,0,4,0.0,1,1,100,0,1,1,1,1,0,1,2,-3
Nerlens Noel,NYK,NYK vs. DAL,01/12/2022,W,21,4,2,4,50.0,0,1,0.0,0,0,-,2,4,6,0,1,2,0,3,2
Reggie Bullock,DAL,DAL @ NYK,01/12/2022,L,19,3,1,4,25.0,1,4,25.0,0,0,-,0,2,2,1,0,0,0,0,2
Tyrese Maxey,PHI,PHI vs. CHA,01/12/2022,L,38,10,4,13,30.8,2,4,50.0,0,0,-,0,3,3,3,0,0,0,0,-16
Cody Martin,CHA,CHA @ PHI,01/12/2022,W,25,11,3,3,100,1,1,100,4,4,100,0,3,3,2,1,0,1,1,-4
Miles Bridges,CHA,CHA @ PHI,01/12/2022,W,40,21,9,20,45.0,3,9,33.3,0,0,-,1,7,8,2,1,2,3,4,8
Furkan Korkmaz,PHI,PHI vs. CHA,01/12/2022,L,27,14,4,7,57.1,2,4,50.0,4,4,100,0,0,0,1,0,0,0,1,-1
Mason Plumlee,CHA,CHA @ PHI,01/12/2022,W,26,6,3,5,60.0,0,0,-,0,0,-,0,4,4,3,0,0,0,5,18
Tobias Harris,PHI,PHI vs. CHA,01/12/2022,L,37,17,6,14,42.9,2,5,40.0,3,4,75.0,2,6,8,5,1,0,3,2,-15
Devon Dotson,CHI,CHI vs. BKN,01/12/2022,L,4,0,0,0,-,0,0,-,0,0,-,0,1,1,3,0,0,0,0,10
Kessler Edwards,BKN,BKN @ CHI,01/12/2022,W,29,9,4,8,50.0,1,4,25.0,0,0,-,1,0,1,1,3,1,1,4,8
Donovan Mitchell,UTA,UTA vs. CLE,01/12/2022,L,33,17,6,16,37.5,3,9,33.3,2,2,100,0,5,5,4,1,0,1,4,-14
Joe Ingles,UTA,UTA vs. CLE,01/12/2022,L,13,2,1,5,20.0,0,4,0.0,0,0,-,0,1,1,0,0,0,0,0,-13
Jordan Clarkson,UTA,UTA vs. CLE,01/12/2022,L,34,22,8,17,47.1,4,11,36.4,2,3,66.7,0,2,2,2,1,0,2,2,-11
Bojan Bogdanovic,UTA,UTA vs. CLE,01/12/2022,L,34,9,3,14,21.4,2,7,28.6,1,2,50.0,0,2,2,1,1,0,1,1,-15
Lonzo Ball,CHI,CHI vs. BKN,01/12/2022,L,32,9,3,6,50.0,2,4,50.0,1,2,50.0,2,5,7,7,1,1,1,2,-14
Josh Christopher,HOU,HOU @ SAS,01/12/2022,W,16,6,3,5,60.0,0,0,-,0,0,-,1,2,3,1,0,2,2,3,0
Jae'Sean Tate,HOU,HOU @ SAS,01/12/2022,W,29,13,6,6,100,0,0,-,1,2,50.0,0,6,6,7,1,3,2,3,-2
Devin Vassell,SAS,SAS vs. HOU,01/12/2022,L,22,12,3,10,30.0,1,6,16.7,5,6,83.3,0,5,5,0,0,1,0,4,-9
Devontae Cacok,SAS,SAS vs. HOU,01/12/2022,L,3,2,1,2,50.0,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-4
Kevin Porter Jr.,HOU,HOU @ SAS,01/12/2022,W,30,18,6,10,60.0,3,5,60.0,3,5,60.0,0,4,4,2,0,0,3,4,5
Keldon Johnson,SAS,SAS vs. HOU,01/12/2022,L,24,18,7,13,53.8,2,4,50.0,2,2,100,1,4,5,1,0,0,0,0,1
Jock Landale,SAS,SAS vs. HOU,01/12/2022,L,17,0,0,5,0.0,0,5,0.0,0,0,-,1,3,4,2,1,1,3,0,-6
Dejounte Murray,SAS,SAS vs. HOU,01/12/2022,L,37,32,12,26,46.2,4,9,44.4,4,7,57.1,3,7,10,11,3,0,0,5,-4
Christian Wood,HOU,HOU @ SAS,01/12/2022,W,32,23,9,17,52.9,2,4,50.0,3,4,75.0,1,10,11,1,2,1,3,2,-1
D.J. Augustin,HOU,HOU @ SAS,01/12/2022,W,20,9,3,7,42.9,3,6,50.0,0,0,-,0,3,3,3,0,0,0,1,-6
Maxi Kleber,DAL,DAL @ NYK,01/12/2022,L,37,9,3,10,30.0,3,8,37.5,0,0,-,1,4,5,0,0,1,2,3,-21
Mitchell Robinson,NYK,NYK vs. DAL,01/12/2022,W,26,19,9,10,90.0,0,0,-,1,1,100,4,6,10,0,1,2,1,3,22
Immanuel Quickley,NYK,NYK vs. DAL,01/12/2022,W,14,2,1,7,14.3,0,2,0.0,0,0,-,0,2,2,3,0,0,0,4,-4
Josh Green,DAL,DAL @ NYK,01/12/2022,L,11,1,0,0,-,0,0,-,1,2,50.0,0,2,2,0,1,0,0,1,-3
Obi Toppin,NYK,NYK vs. DAL,01/12/2022,W,11,2,1,3,33.3,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-6
RJ Barrett,NYK,NYK vs. DAL,01/12/2022,W,41,32,13,22,59.1,4,7,57.1,2,2,100,0,7,7,2,0,0,2,1,22
Jalen Brunson,DAL,DAL @ NYK,01/12/2022,L,37,14,6,12,50.0,1,3,33.3,1,1,100,1,6,7,6,0,0,1,1,-19
Dorian Finney-Smith,DAL,DAL @ NYK,01/12/2022,L,34,7,2,8,25.0,0,4,0.0,3,4,75.0,0,3,3,0,1,0,1,3,-29
Julius Randle,NYK,NYK vs. DAL,01/12/2022,W,37,17,6,17,35.3,1,3,33.3,4,6,66.7,1,11,12,8,0,0,5,2,29
Dwight Powell,DAL,DAL @ NYK,01/12/2022,L,17,4,2,2,100,0,0,-,0,1,0.0,1,1,2,0,0,1,2,2,-20
R.J. Hampton,ORL,ORL @ WAS,01/12/2022,L,17,2,1,4,25.0,0,1,0.0,0,0,-,0,4,4,4,1,1,2,1,2
Enes Freedom,BOS,BOS @ IND,01/12/2022,W,7,0,0,0,-,0,0,-,0,0,-,2,1,3,0,0,0,0,1,5
Marquese Chriss,DAL,DAL @ NYK,01/12/2022,L,7,6,2,2,100,1,1,100,1,2,50.0,0,0,0,1,0,0,1,1,2
Lamar Stevens,CLE,CLE @ UTA,01/12/2022,W,30,23,10,15,66.7,1,2,50.0,2,2,100,1,6,7,2,2,0,1,3,18
Darius Garland,CLE,CLE @ UTA,01/12/2022,W,34,11,3,11,27.3,1,8,12.5,4,4,100,0,10,10,14,1,0,2,4,22
Tim Hardaway Jr.,DAL,DAL @ NYK,01/12/2022,L,29,13,5,11,45.5,1,7,14.3,2,2,100,0,1,1,3,2,0,0,4,-4
Quentin Grimes,NYK,NYK vs. DAL,01/12/2022,W,19,9,3,6,50.0,3,6,50.0,0,0,-,0,2,2,1,1,0,1,3,0
Luka Doncic,DAL,DAL @ NYK,01/12/2022,L,36,21,8,23,34.8,1,9,11.1,4,6,66.7,1,10,11,5,2,0,6,2,-24
DeAndre' Bembry,BKN,BKN @ CHI,01/12/2022,W,20,5,2,3,66.7,0,0,-,1,1,100,1,4,5,1,3,1,0,2,35
Blake Griffin,BKN,BKN @ CHI,01/12/2022,W,20,9,3,5,60.0,0,1,0.0,3,6,50.0,1,4,5,2,1,0,0,0,34
Troy Brown Jr.,CHI,CHI vs. BKN,01/12/2022,L,16,8,3,3,100,2,2,100,0,0,-,0,4,4,1,0,0,0,4,0
Ayo Dosunmu,CHI,CHI vs. BKN,01/12/2022,L,23,5,1,3,33.3,0,2,0.0,3,4,75.0,0,1,1,1,0,1,2,3,-25
Coby White,CHI,CHI vs. DET,01/11/2022,W,23,13,4,8,50.0,1,3,33.3,4,4,100,0,1,1,3,0,0,3,3,11
Svi Mykhailiuk,TOR,TOR vs. PHX,01/11/2022,L,7,0,0,1,0.0,0,0,-,0,0,-,1,1,2,0,0,0,1,0,4
Devin Booker,PHX,PHX @ TOR,01/11/2022,W,36,16,4,13,30.8,2,7,28.6,6,8,75.0,1,4,5,3,1,0,3,6,-3
Khem Birch,TOR,TOR vs. PHX,01/11/2022,L,26,6,2,4,50.0,0,1,0.0,2,2,100,4,2,6,2,1,0,1,0,3
Jae Crowder,PHX,PHX @ TOR,01/11/2022,W,35,19,7,14,50.0,5,11,45.5,0,0,-,0,5,5,3,2,0,2,0,12
Bismack Biyombo,PHX,PHX @ TOR,01/11/2022,W,5,0,0,1,0.0,0,0,-,0,0,-,2,3,5,0,0,0,2,1,6
Chris Paul,PHX,PHX @ TOR,01/11/2022,W,33,15,6,11,54.5,1,3,33.3,2,2,100,0,2,2,12,5,0,2,3,16
Aaron Wiggins,OKC,OKC @ WAS,01/11/2022,L,18,2,1,6,16.7,0,4,0.0,0,0,-,2,4,6,0,1,0,1,3,-7
Jeremiah Robinson-Earl,OKC,OKC @ WAS,01/11/2022,L,28,7,2,5,40.0,2,4,50.0,1,2,50.0,1,2,3,2,0,0,0,3,2
Deni Avdija,WAS,WAS vs. OKC,01/11/2022,W,18,7,3,4,75.0,1,2,50.0,0,0,-,0,2,2,0,1,0,1,2,-2
Spencer Dinwiddie,WAS,WAS vs. OKC,01/11/2022,W,34,22,7,15,46.7,1,6,16.7,7,7,100,1,2,3,10,1,0,0,4,9
Shai Gilgeous-Alexander,OKC,OKC @ WAS,01/11/2022,L,35,32,13,22,59.1,1,2,50.0,5,6,83.3,0,3,3,8,1,0,2,4,-5
Luguentz Dort,OKC,OKC @ WAS,01/11/2022,L,34,17,6,14,42.9,2,7,28.6,3,3,100,1,4,5,2,1,0,0,2,-3
Nikola Jokic,DEN,DEN @ LAC,01/11/2022,L,37,21,9,14,64.3,1,3,33.3,2,2,100,5,8,13,8,1,0,5,2,6
Aaron Gordon,DEN,DEN @ LAC,01/11/2022,L,35,30,11,16,68.8,1,4,25.0,7,7,100,2,10,12,1,0,0,4,4,6
JaMychal Green,DEN,DEN @ LAC,01/11/2022,L,18,0,0,2,0.0,0,1,0.0,0,0,-,0,3,3,1,1,1,0,1,15
Austin Rivers,DEN,DEN @ LAC,01/11/2022,L,30,4,0,4,0.0,0,4,0.0,4,6,66.7,1,4,5,2,0,0,2,4,13
Reggie Jackson,LAC,LAC vs. DEN,01/11/2022,W,31,13,5,15,33.3,1,6,16.7,2,2,100,1,2,3,4,2,0,2,5,-22
Marcus Morris Sr.,LAC,LAC vs. DEN,01/11/2022,W,35,12,5,15,33.3,1,5,20.0,1,3,33.3,0,2,2,1,1,2,1,4,-2
Nicolas Batum,LAC,LAC vs. DEN,01/11/2022,W,26,6,2,6,33.3,2,5,40.0,0,0,-,0,4,4,1,1,0,1,5,9
Jose Alvarado,NOP,NOP vs. MIN,01/11/2022,W,12,3,1,3,33.3,1,3,33.3,0,0,-,1,0,1,3,1,0,0,4,2
Herbert Jones,NOP,NOP vs. MIN,01/11/2022,W,25,14,4,6,66.7,2,2,100,4,4,100,0,0,0,1,0,0,0,4,-8
Naz Reid,MIN,MIN @ NOP,01/11/2022,L,6,2,1,3,33.3,0,1,0.0,0,0,-,0,1,1,0,0,0,0,2,1
Jaylen Nowell,MIN,MIN @ NOP,01/11/2022,L,2,1,0,0,-,0,0,-,1,2,50.0,0,0,0,0,0,0,0,0,-2
Jaxson Hayes,NOP,NOP vs. MIN,01/11/2022,W,19,13,5,5,100,0,0,-,3,5,60.0,0,1,1,0,1,0,1,4,0
Gary Clark,NOP,NOP vs. MIN,01/11/2022,W,6,6,2,2,100,2,2,100,0,0,-,0,1,1,0,0,0,0,0,-6
Jarred Vanderbilt,MIN,MIN @ NOP,01/11/2022,L,26,8,3,6,50.0,0,0,-,2,4,50.0,2,3,5,2,3,0,1,6,-13
Josh Okogie,MIN,MIN @ NOP,01/11/2022,L,7,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,1,0,1,-6
Taurean Prince,MIN,MIN @ NOP,01/11/2022,L,8,5,2,2,100,1,1,100,0,1,0.0,0,0,0,1,0,1,0,1,2
Brandon Ingram,NOP,NOP vs. MIN,01/11/2022,W,37,33,11,19,57.9,6,7,85.7,5,5,100,0,4,4,9,1,1,5,3,2
Brandon Boston Jr.,LAC,LAC vs. DEN,01/11/2022,W,20,8,3,4,75.0,0,0,-,2,2,100,0,3,3,0,0,0,0,0,-1
Facundo Campazzo,DEN,DEN @ LAC,01/11/2022,L,28,2,0,6,0.0,0,5,0.0,2,2,100,0,5,5,5,0,1,1,2,-19
Zeke Nnaji,DEN,DEN @ LAC,01/11/2022,L,11,5,2,4,50.0,1,1,100,0,0,-,1,0,1,0,1,0,0,1,-8
Terance Mann,LAC,LAC vs. DEN,01/11/2022,W,28,13,5,11,45.5,2,5,40.0,1,2,50.0,1,1,2,1,0,1,1,1,9
Amir Coffey,LAC,LAC vs. DEN,01/11/2022,W,43,18,6,11,54.5,3,7,42.9,3,3,100,0,5,5,7,4,0,1,1,6
Davon Reed,DEN,DEN @ LAC,01/11/2022,L,14,0,0,2,0.0,0,2,0.0,0,0,-,1,6,7,1,0,0,0,1,-8
James Ennis III,DEN,DEN @ LAC,01/11/2022,L,4,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,1,1,-8
Eric Bledsoe,LAC,LAC vs. DEN,01/11/2022,W,26,11,5,13,38.5,1,3,33.3,0,0,-,1,2,3,9,3,0,2,1,28
Serge Ibaka,LAC,LAC vs. DEN,01/11/2022,W,22,4,2,7,28.6,0,3,0.0,0,0,-,0,9,9,0,1,1,0,1,3
Deandre Ayton,PHX,PHX @ TOR,01/11/2022,W,30,16,5,7,71.4,0,0,-,6,6,100,3,6,9,0,0,1,2,4,7
Yuta Watanabe,TOR,TOR vs. PHX,01/11/2022,L,15,0,0,4,0.0,0,2,0.0,0,0,-,0,1,1,0,1,0,1,0,-9
Corey Kispert,WAS,WAS vs. OKC,01/11/2022,W,29,12,5,9,55.6,2,5,40.0,0,0,-,0,5,5,3,0,1,1,2,16
JaVale McGee,PHX,PHX @ TOR,01/11/2022,W,14,4,2,3,66.7,0,0,-,0,2,0.0,1,2,3,0,1,0,1,1,-11
Cameron Payne,PHX,PHX @ TOR,01/11/2022,W,15,4,2,5,40.0,0,1,0.0,0,0,-,0,0,0,3,0,0,2,2,-12
Pascal Siakam,TOR,TOR vs. PHX,01/11/2022,L,39,22,10,23,43.5,0,5,0.0,2,4,50.0,0,7,7,7,3,0,4,6,2
Fred VanVleet,TOR,TOR vs. PHX,01/11/2022,L,44,21,7,18,38.9,4,10,40.0,3,5,60.0,0,2,2,5,2,0,3,5,-7
Chris Boucher,TOR,TOR vs. PHX,01/11/2022,L,37,13,4,9,44.4,0,3,0.0,5,8,62.5,9,7,16,0,0,3,2,3,-3
Mikal Bridges,PHX,PHX @ TOR,01/11/2022,W,41,12,5,12,41.7,1,6,16.7,1,1,100,0,3,3,1,1,0,2,2,-2
Landry Shamet,PHX,PHX @ TOR,01/11/2022,W,14,6,1,2,50.0,1,2,50.0,3,3,100,0,2,2,2,0,0,1,0,6
Precious Achiuwa,TOR,TOR vs. PHX,01/11/2022,L,22,6,3,7,42.9,0,2,0.0,0,0,-,2,4,6,0,2,0,0,3,-7
Jalen Smith,PHX,PHX @ TOR,01/11/2022,W,18,7,3,6,50.0,1,2,50.0,0,0,-,3,2,5,1,0,1,3,4,1
Justin Champagnie,TOR,TOR vs. PHX,01/11/2022,L,10,2,1,3,33.3,0,1,0.0,0,0,-,5,0,5,0,1,0,0,0,0
Andre Iguodala,GSW,GSW @ MEM,01/11/2022,L,21,0,0,2,0.0,0,1,0.0,0,0,-,0,3,3,2,1,1,0,3,-12
Ty Jerome,OKC,OKC @ WAS,01/11/2022,L,14,12,6,10,60.0,0,3,0.0,0,0,-,0,1,1,1,0,0,0,0,1
